Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
1922,Senior Data Analyst,"$35,000.00","$42,000.00",4.40,"Quantilus, Inc
4.4",Round Rock, TX,"New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),FALSE
17,Data Analyst,"$31,000.00","$59,000.00",4.00,"Connor Group
4.0",Salt Lake City, UT,"Santa Clara, CA",201 to 500 employees,2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),FALSE
355,Data Analyst,"$26,000.00","$47,000.00",4.30,"SunTechPros, Inc.
4.3",Salt Lake City, UT,"Morrisville, NC",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
806,Data Analyst,"$26,000.00","$47,000.00",4.60,"Akraya Inc.
4.6",Salt Lake City, UT,"Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
1082,Data Engineer/Data Analyst,"$26,000.00","$47,000.00",4.30,"HCL Global Systems
4.3",Salt Lake City, UT,"Farmington Hills, MI",10000+ employees,,Company - Private,Consulting,Business Services,$50 to $100 million (USD),FALSE
1084,Data Engineer/Data Analyst,"$26,000.00","$47,000.00",3.60,"SPECTRAFORCE TECHNOLOGIES Inc.
3.6",Salt Lake City, UT,"Raleigh, NC",501 to 1000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
2232,TX Healthcare Data/Reporting Analyst,"$31,000.00","$59,000.00",4.20,"Abacus Service Corporation
4.2",Salt Lake City, UT,"Southfield, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
353,Data Analyst,"$26,000.00","$47,000.00",4.20,"University of Utah
4.2",Salt Lake City, UT,"Salt Lake City, UT",10000+ employees,1850,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),FALSE
1127,Data Intelligence Analyst,"$26,000.00","$47,000.00",4.00,"Goldman Sachs
4.0",Salt Lake City, UT,"New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
351,Data Analyst,"$26,000.00","$47,000.00",,HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,Salt Lake City, UT,"South Salt Lake, UT",51 to 200 employees,,Government,Municipal Governments,Government, / Non-Applicable,FALSE
100,Big Data Analyst,"$26,000.00","$47,000.00",2.90,"VED Software Services, Inc.
2.9",Salt Lake City, UT,"Farmington Hills, MI",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),FALSE
354,Data Analyst,"$26,000.00","$47,000.00",3.60,"Paladin Consulting Inc
3.6",Salt Lake City, UT,"Dallas, TX",501 to 1000 employees,1983,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),FALSE
1087,Data Engineer/Data Analyst,"$26,000.00","$47,000.00",4.10,"Idexcel Inc.
4.1",Salt Lake City, UT,"Herndon, VA",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
2078,Senior Data Analyst,"$31,000.00","$59,000.00",2.90,"VED Software Services, Inc.
2.9",Salt Lake City, UT,"Farmington Hills, MI",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),FALSE
1816,Senior Data Analyst,"$26,000.00","$47,000.00",3.40,"Ascential
3.4",Salt Lake City, UT,"London, United Kingdom",1001 to 5000 employees,1947,Company - Public,Internet,Information Technology,$100 to $500 million (USD),FALSE
1692,Quality Data Analyst,"$26,000.00","$47,000.00",2.60,"Easton Technical Products
2.6",Salt Lake City, UT,"Salt Lake City, UT",201 to 500 employees,,Company - Private,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD),FALSE
358,Data Analyst,"$26,000.00","$47,000.00",,Artius Solutions,Salt Lake City, UT,,,,,,,,FALSE
1818,Senior Data Analyst,"$26,000.00","$47,000.00",,DrangKro Aerospace,Salt Lake City, UT,,,,,,,,FALSE
357,Data Analyst,"$26,000.00","$47,000.00",4.50,"Vimerse
4.5",Salt Lake City, UT,"Sugar Land, TX",51 to 200 employees,2011,Company - Private,,, / Non-Applicable,FALSE
829,Data Analyst,"$26,000.00","$47,000.00",4.50,"Vimerse
4.5",Salt Lake City, UT,"Sugar Land, TX",51 to 200 employees,2011,Company - Private,,, / Non-Applicable,FALSE
1819,Senior Data Analyst,"$26,000.00","$47,000.00",5.00,"Resiliency LLC
5.0",Salt Lake City, UT,"Stamford, CT",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
356,Data Analyst,"$26,000.00","$47,000.00",4.00,"SGI Global, LLC
4.0",Salt Lake City, UT,"Alexandria, VA",501 to 1000 employees,,Company - Public,,, / Non-Applicable,FALSE
1116,Data Governance Analyst,"$26,000.00","$47,000.00",3.60,"ENERBANK USA
3.6",Salt Lake City, UT,"Salt Lake City, UT",1 to 50 employees,,Company - Public,,,$100 to $500 million (USD),FALSE
250,Configuration Data Analyst,"$73,000.00","$89,000.00",3.20,"Cherokee Nation Businesses, LLC
3.2",San Antonio, TX,"Catoosa, OK",1001 to 5000 employees,,Company - Private,Accounting,Accounting & Legal,$500 million to $1 billion (USD),FALSE
1232,Data Security Analyst,"$73,000.00","$89,000.00",3.30,"Akima Management Services
3.3",San Antonio, TX,"Herndon, VA",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),FALSE
493,Data Analyst,"$37,000.00","$68,000.00",3.70,"Huntington Ingalls Industries
3.7",San Antonio, TX,"Newport News, VA",10000+ employees,2011,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),FALSE
491,Data Analyst,"$37,000.00","$68,000.00",3.10,"Integrated Resources
3.1",San Antonio, TX,"Edison, NJ",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
494,Data Analyst,"$37,000.00","$68,000.00",3.40,"C2 GPS- Alamo Workforce
3.4",San Antonio, TX,"Austin, TX",501 to 1000 employees,2010,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
770,Data Analyst,"$37,000.00","$68,000.00",3.70,"eTeam Inc.
3.7",San Antonio, TX,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
842,Data Analyst,"$37,000.00","$68,000.00",3.00,"Deacon Recruiting
3.0",San Antonio, TX,"San Antonio, TX",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1732,Risk Data Analyst,"$37,000.00","$68,000.00",3.00,"Deacon Recruiting
3.0",San Antonio, TX,"San Antonio, TX",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
2005,Senior Risk Analyst,"$73,000.00","$89,000.00",3.90,"Peyton Resource Group
3.9",San Antonio, TX,"Irving, TX",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
1455,IT Data Analyst,"$73,000.00","$89,000.00",4.10,"Kforce
4.1",San Antonio, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1861,Senior Data Analyst,"$37,000.00","$68,000.00",4.10,"Kforce
4.1",San Antonio, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
4,Senior Data Analyst,"$73,000.00","$89,000.00",3.10,"Strategic Staffing Solutions
3.1",San Antonio, TX,"Detroit, MI",1001 to 5000 employees,1990,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2159,Senior Risk Analyst,"$73,000.00","$89,000.00",3.10,"Strategic Staffing Solutions
3.1",San Antonio, TX,"Detroit, MI",1001 to 5000 employees,1990,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
764,Data Analyst,"$37,000.00","$68,000.00",4.00,"LMI
4.0",San Antonio, TX,"Tysons, VA",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),FALSE
1069,Business Data Analyst,"$37,000.00","$68,000.00",3.70,"Randstad
3.7",San Antonio, TX,"Atlanta, GA",1001 to 5000 employees,,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1342,Epidemiologist Data Analyst,"$73,000.00","$89,000.00",3.80,"Chenega Healthcare Services
3.8",San Antonio, TX,"San Antonio, TX",501 to 1000 employees,1974,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1202,Data Reporting Analyst,"$37,000.00","$68,000.00",3.40,"Vantage Bank Texas
3.4",San Antonio, TX,"San Antonio, TX",201 to 500 employees,1985,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),FALSE
249,Configuration Data Analyst,"$73,000.00","$89,000.00",,Cherokee Federal,San Antonio, TX,"Rusk, TX",1 to 50 employees,,Nonprofit Organization,Banks & Credit Unions,Finance, / Non-Applicable,FALSE
1344,Epidemiologist Data Analyst,"$37,000.00","$68,000.00",,Cherokee Federal,San Antonio, TX,"Rusk, TX",1 to 50 employees,,Nonprofit Organization,Banks & Credit Unions,Finance, / Non-Applicable,FALSE
1337,Epidemiologist Data Analyst,"$37,000.00","$68,000.00",4.00,"CICONIX, LLC
4.0",San Antonio, TX,"Annapolis, MD",1 to 50 employees,,Company - Private,Federal Agencies,Government, / Non-Applicable,FALSE
1343,Epidemiologist Data Analyst,"$37,000.00","$68,000.00",4.00,"CAMRIS International
4.0",San Antonio, TX,"Bethesda, MD",201 to 500 employees,2003,Company - Private,Federal Agencies,Government,$50 to $100 million (USD),FALSE
259,Contract Data Analyst,"$37,000.00","$68,000.00",4.00,"Amyx, Inc.
4.0",San Antonio, TX,"Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
489,Data Analyst,"$37,000.00","$68,000.00",3.40,"Ionidea
3.4",San Antonio, TX,"Fairfax, VA",1001 to 5000 employees,1991,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
490,Data Analyst,"$37,000.00","$68,000.00",4.00,"CYNET SYSTEMS
4.0",San Antonio, TX,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
492,Data Analyst,"$37,000.00","$68,000.00",3.90,"Diverse Lynx
3.9",San Antonio, TX,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
496,Data Analyst,"$37,000.00","$68,000.00",5.00,"Staffigo Technical Services, LLC
5.0",San Antonio, TX,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
497,Data Analyst,"$37,000.00","$68,000.00",3.30,"CDO Technologies Inc
3.3",San Antonio, TX,"Dayton, OH",201 to 500 employees,1995,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),FALSE
805,Data Analyst,"$37,000.00","$68,000.00",3.90,"Technocrafts, Inc.
3.9",San Antonio, TX,"Chantilly, VA",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
959,Data Analyst,"$73,000.00","$89,000.00",3.30,"CDO Technologies Inc
3.3",San Antonio, TX,"Dayton, OH",201 to 500 employees,1995,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),FALSE
1015,Data Analyst,"$73,000.00","$89,000.00",3.90,"Diverse Lynx
3.9",San Antonio, TX,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1201,Data Reporting Analyst,"$37,000.00","$68,000.00",3.90,"Indotronix International Corporation
3.9",San Antonio, TX,"Rochester, NY",501 to 1000 employees,1986,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1230,Data Security Analyst,"$73,000.00","$89,000.00",,Cyber Warrior Network,San Antonio, TX,"San Antonio, TX",1 to 50 employees,2015,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1340,Epidemiologist Data Analyst,"$37,000.00","$68,000.00",2.80,"NJVC
2.8",San Antonio, TX,"Chantilly, VA",1001 to 5000 employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1386,Functional Analyst,"$73,000.00","$89,000.00",4.40,"Softcom Systems
4.4",San Antonio, TX,"Princeton, NJ",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
1799,Senior Contract Data Analyst,"$73,000.00","$89,000.00",4.00,"Amyx, Inc.
4.0",San Antonio, TX,"Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1859,Senior Data Analyst,"$37,000.00","$68,000.00",4.50,"Scaleworks
4.5",San Antonio, TX,"San Antonio, TX",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology, / Non-Applicable,FALSE
1862,Senior Data Analyst,"$73,000.00","$89,000.00",3.30,"Convene Technologies
3.3",San Antonio, TX,"Tampa, FL",51 to 200 employees,2005,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1860,Senior Data Analyst,"$37,000.00","$68,000.00",3.50,"HCL Technologies Ltd.
3.5",San Antonio, TX,"Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),FALSE
1231,Data Security Analyst,"$73,000.00","$89,000.00",2.60,"nana
2.6",San Antonio, TX,"Kotzebue, AK",1001 to 5000 employees,1991,,Social Assistance,Non-Profit,$2 to $5 billion (USD),FALSE
276,Data & Reporting Analyst,"$37,000.00","$68,000.00",4.30,"H E B
4.3",San Antonio, TX,"San Antonio, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),FALSE
1563,Marketing Data Analyst,"$37,000.00","$68,000.00",4.10,"Principle Auto
4.1",San Antonio, TX,"San Antonio, TX",501 to 1000 employees,2014,Company - Private,Vehicle Dealers,Retail, / Non-Applicable,FALSE
1970,Senior Data Science Analyst,"$37,000.00","$68,000.00",2.90,"PETCO
2.9",San Antonio, TX,"San Diego, CA",10000+ employees,1965,Company - Private,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD),FALSE
258,Contract Data Analyst,"$37,000.00","$68,000.00",,"Amyx, Iinc.",San Antonio, TX,,,,,,,,FALSE
1798,Senior Contract Data Analyst,"$73,000.00","$89,000.00",,"Amyx, Iinc.",San Antonio, TX,,,,,,,,FALSE
495,Data Analyst,"$37,000.00","$68,000.00",2.50,"Vinsari
2.5",San Antonio, TX,"Irving, TX",51 to 200 employees,,Other Organization,,, / Non-Applicable,FALSE
648,Data Analyst,"$82,000.00","$1,16,000.00",,cyitechsearch,San Bruno, CA,,,,,,,,FALSE
499,Data Analyst,"$76,000.00","$1,22,000.00",4.50,"Conflux Systems Inc.
4.5",San Diego, CA,"Alpharetta, GA",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
501,Data Analyst,"$76,000.00","$1,22,000.00",3.40,"Client Solution Architects
3.4",San Diego, CA,"Mechanicsburg, PA",201 to 500 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),FALSE
212,Data Analyst,"$60,000.00","$1,24,000.00",3.30,"Perspecta
3.3",San Diego, CA,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense, / Non-Applicable,FALSE
1149,Data Management Analyst,"$76,000.00","$1,22,000.00",3.50,"General Dynamics
3.5",San Diego, CA,"Reston, VA",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
1608,Navy Maintenance Data Systems Analyst,"$76,000.00","$1,22,000.00",3.60,"CACI International
3.6",San Diego, CA,"Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),FALSE
2098,Senior Data Analyst,"$34,000.00","$61,000.00",3.30,"Perspecta
3.3",San Diego, CA,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense, / Non-Applicable,FALSE
502,Data Analyst,"$76,000.00","$1,22,000.00",4.20,"Cue
4.2",San Diego, CA,"San Diego, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, / Non-Applicable,FALSE
1161,Data Privacy Analyst,"$76,000.00","$1,22,000.00",3.50,"Dexcom, Inc.
3.5",San Diego, CA,"San Diego, CA",1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),FALSE
1247,Data Steward Analyst,"$76,000.00","$1,22,000.00",3.90,"Illumina
3.9",San Diego, CA,"San Diego, CA",5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),FALSE
1728,Research Data Analyst,"$60,000.00","$1,24,000.00",3.30,"Vertex Pharmaceuticals
3.3",San Diego, CA,"Boston, MA",1001 to 5000 employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),FALSE
1864,Senior Data Analyst,"$60,000.00","$1,24,000.00",3.90,"Illumina
3.9",San Diego, CA,"San Diego, CA",5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),FALSE
28,Data Analyst,"$76,000.00","$1,22,000.00",2.80,"Forfeiture Support Associates
2.8",San Diego, CA,"Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
190,Business Data Analyst,"$76,000.00","$1,22,000.00",4.80,"Sayva Solutions
4.8",San Diego, CA,"La Jolla, CA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
504,Data Analyst,"$76,000.00","$1,22,000.00",4.40,"ProMedia
4.4",San Diego, CA,"Miami, FL",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
1394,Healthcare Data Analyst,"$60,000.00","$1,24,000.00",2.50,"MedImpact
2.5",San Diego, CA,"San Diego, CA",1001 to 5000 employees,1989,Company - Private,Wholesale,Business Services,$10 to $25 million (USD),FALSE
2140,Senior Data Governance Analyst,"$60,000.00","$1,24,000.00",4.90,"The Carrera Agency
4.9",San Diego, CA,"Aliso Viejo, CA",51 to 200 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
2187,Systems and Data Analyst,"$34,000.00","$61,000.00",3.40,"Kelly IT
3.4",San Diego, CA,,501 to 1000 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
2186,Systems and Data Analyst,"$60,000.00","$1,24,000.00",3.40,"Kelly
3.4",San Diego, CA,"Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),FALSE
192,Business Data Analyst,"$60,000.00","$1,24,000.00",3.50,"Russell Tobin & Associates
3.5",San Diego, CA,"New York, NY",51 to 200 employees,2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
0,Data Analyst,"$34,000.00","$61,000.00",4.30,"UC San Diego
4.3",San Diego, CA,"La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education, / Non-Applicable,FALSE
