Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
18,Data Analyst,"$42,000.00","$66,000.00",,The Bank of New York Mellon,New York, NY,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
687,Data Analyst,"$49,000.00","$91,000.00",,The Carrera Agency,San Diego, CA,"Aliso Viejo, CA",51 to 200 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
1801,Senior Contract Data Analyst,"$78,000.00","$1,04,000.00",,The Chicago Lighthouse,Chicago, IL,"Chicago, IL",501 to 1000 employees,1906,Company - Private,Social Assistance,Non-Profit,$25 to $50 million (USD),FALSE
16,Data Analyst,"$53,000.00","$1,04,000.00",,The Denzel Group,South Plainfield, NJ,"Allentown, PA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
580,Data Analyst,"$53,000.00","$1,04,000.00",,The Enosys Group LLC,New York, NY,"Tuxedo Park, NY",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),FALSE
1017,Data Analyst,"$35,000.00","$42,000.00",,The Fountain Group,Indianapolis, IN,"Tampa, FL",1001 to 5000 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1361,Finance Data Analyst,"$53,000.00","$1,04,000.00",,The Judge Group,Boothwyn, PA,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1628,Operations Data Analyst,"$35,000.00","$42,000.00",,The Judge Group,Round Rock, TX,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1878,Senior Data Analyst,"$35,000.00","$42,000.00",,The Judge Group,Wayne, PA,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
219,Celonis Data Engineer & Analyst,"$53,000.00","$1,04,000.00",,The Judge Group,Wilmington, DE,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
231,Clinical Data Analyst,"$27,000.00","$52,000.00",,"The Judge Group, Inc.",Camden, NJ,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1813,Senior Data Analyst,"$42,000.00","$74,000.00",,"The Judge Group, Inc.",Centennial, CO,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1902,Senior Data Analyst,"$48,000.00","$96,000.00",,"The Judge Group, Inc.",Phoenix, AZ,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
317,Data Analyst,"$51,000.00","$87,000.00",,"The Judge Group, Inc.",Richardson, TX,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1537,Lead Data Analyst,"$43,000.00","$76,000.00",,"The Judge Group, Inc.",Tempe, AZ,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2109,Senior Data Analyst,"$1,13,000.00","$1,32,000.00",,The Jupiter Group,Spring, TX,"Pearland, TX",51 to 200 employees,,,Staffing & Outsourcing,Business Services,Less than $1 million (USD),FALSE
422,Data Analyst,"$67,000.00","$92,000.00",,The Loot Company,Los Angeles, CA,"Los Angeles, CA",201 to 500 employees,2012,Company - Private,Other Retail Stores,Retail, / Non-Applicable,FALSE
2032,Sport & Data Analyst,"$64,000.00","$1,13,000.00",,The Motley Fool,Lakewood, CO,"Alexandria, VA",201 to 500 employees,1993,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
393,Data Analyst,"$37,000.00","$70,000.00",,The Paragon Group,Columbus, OH,"SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),FALSE
690,Data Analyst,"$49,000.00","$91,000.00",,The Paragon Group,Scottsdale, AZ,"SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),FALSE
1850,Senior Data Analyst,"$46,000.00","$1,02,000.00",,The Pill Club,San Mateo, CA,"San Mateo, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1575,Marketing Data Analyst,"$53,000.00","$99,000.00",,The Richards Group,Dallas, TX,"Dallas, TX",501 to 1000 employees,1957,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),FALSE
616,Data Analyst,"$53,000.00","$99,000.00",,The RiverStone Group,San Diego, CA,"Towanda, PA",1 to 50 employees,,,,, / Non-Applicable,FALSE
807,Data Analyst,"$53,000.00","$99,000.00",,The Rock Church,San Diego, CA,"Fenton, MI",1 to 50 employees,,Nonprofit Organization,,, / Non-Applicable,FALSE
1248,Data Stewardship Senior Analyst,"$53,000.00","$99,000.00",,The Trevor Project,New York, NY,"West Hollywood, CA",51 to 200 employees,,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),FALSE
1354,Federal - Data Analyst,"$54,000.00","$75,000.00",,The Voleon Group,Berkeley, CA,"Berkeley, CA",51 to 200 employees,2007,Company - Private,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
1377,Finance Data Analyst,"$50,000.00","$86,000.00",,The Wonderful Company LLC,Los Angeles, CA,"Los Angeles, CA",5001 to 10000 employees,1980,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
101,Big Data Analyst,"$53,000.00","$99,000.00",,Thermo Fisher Scientific,South San Francisco, CA,"Waltham, MA",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),FALSE
614,Data Analyst,"$54,000.00","$75,000.00",,Thinkfind Corporation,Fort Worth, TX,"Richardson, TX",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1249,Data Stewardship Senior Analyst,"$53,000.00","$99,000.00",,thredUP,Oakland, CA,"Oakland, CA",1001 to 5000 employees,2009,Company - Private,"Department, Clothing, & Shoe Stores",Retail, / Non-Applicable,FALSE
1378,Finance Data Analyst,"$54,000.00","$75,000.00",,TikTok,Austin, TX,"Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
102,Big Data Analyst,"$40,000.00","$74,000.00",,TikTok,Culver City, CA,"Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
428,Data Analyst,"$67,000.00","$92,000.00",,TikTok,Los Angeles, CA,"Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1457,IT Data Analyst,"$68,000.00","$87,000.00",,TikTok,Los Angeles, CA,"Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1758,SAS Data Analyst,"$97,000.00","$1,29,000.00",,Tilde Staff Inc.,Pasadena, CA,"Pasadena, CA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1550,Logistics Data Analyst,"$97,000.00","$1,29,000.00",,Tillster,Los Angeles, CA,"San Diego, CA",51 to 200 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),FALSE
240,Clinical Data Analyst,"$97,000.00","$1,29,000.00",,To Help Everyone Health & Wellness Centers,Los Angeles, CA,"Los Angeles, CA",201 to 500 employees,,Nonprofit Organization,,, / Non-Applicable,FALSE
429,Data Analyst,"$67,000.00","$92,000.00",,"Top Prospect Group, Inc.",New York, NY,,,,,,,,FALSE
998,Data Analyst,"$42,000.00","$76,000.00",,TopTalentFetch,Anaheim, CA,,,,,,,,FALSE
1035,Data Analyst,"$42,000.00","$76,000.00",,TransPerfect,Tempe, AZ,"New York, NY",1001 to 5000 employees,1992,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),FALSE
1567,Marketing Data Analyst,"$73,000.00","$82,000.00",,Transportation Insight,Charlotte, NC,"Hickory, NC",51 to 200 employees,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),FALSE
1697,R & Python / Sr. Information Data Analyst,"$68,000.00","$87,000.00",,TransReach,Oakland, CA,"East Brunswick, NJ",,,Company - Private,,, / Non-Applicable,FALSE
1753,SAS Data Analyst,"$68,000.00","$87,000.00",,"TreeHouse Foods, Inc.",Oak Brook, IL,"Oak Brook, IL",10000+ employees,2005,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD),FALSE
1843,Senior Data Analyst,"$42,000.00","$76,000.00",,Trifacta,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology, / Non-Applicable,FALSE
2086,Senior Business Analyst,"$97,000.00","$1,29,000.00",,Trillium Solutions Group,Horsham, PA,"Highland Park, IL",1 to 50 employees,2002,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),FALSE
2141,Senior Data Governance Analyst,"$68,000.00","$87,000.00",,Trilogy Behavioral Health,Chicago, IL,,,,,,,,FALSE
2222,Technical Business/Data Analyst,"$97,000.00","$1,29,000.00",,Trinity Health,Maywood, IL,"Livonia, MI",10000+ employees,1976,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),FALSE
421,Data Analyst,"$73,000.00","$82,000.00",,Trinity Industries,Dallas, TX,"Dallas, TX",10000+ employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),FALSE
899,Data Analyst,"$73,000.00","$82,000.00",,Trinity Industries,Dallas, TX,"Dallas, TX",10000+ employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),FALSE
1332,Junior Data Analyst,"$60,000.00","$66,000.00",,Tripalink,Los Angeles, CA,"Los Angeles, CA",1 to 50 employees,2016,Company - Public,Real Estate,Real Estate, / Non-Applicable,FALSE
1456,IT Data Analyst,"$42,000.00","$76,000.00",,Tripalink,Los Angeles, CA,"Los Angeles, CA",1 to 50 employees,2016,Company - Public,Real Estate,Real Estate, / Non-Applicable,FALSE
1835,Senior Data Analyst,"$73,000.00","$82,000.00",,Trivest,Mooresville, NC,"Coral Gables, FL",1 to 50 employees,1981,Company - Private,Venture Capital & Private Equity,Finance, / Non-Applicable,FALSE
1986,Senior Healthcare Data Analyst,"$97,000.00","$1,29,000.00",,Trovetechs Inc,Charlotte, NC,,,,,,,,FALSE
590,Data Analyst,"$28,000.00","$52,000.00",,Truist,Charlotte, NC,"Charlotte, NC",10000+ employees,2019,Company - Public,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
1370,Finance Data Analyst,"$28,000.00","$52,000.00",,TSR Consulting,New York, NY,"Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1439,Information Security Data Analyst,"$46,000.00","$86,000.00",,"TSR Consulting Services, Inc.",Jersey City, NJ,,,,,,,,FALSE
21,Accounting Data Analyst,"$46,000.00","$86,000.00",,"TSR, Inc.",Jersey City, NJ,"Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1705,Regulatory Data Analyst,"$58,000.00","$93,000.00",,"TSR, Inc.",Weehawken, NJ,"Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
2115,Senior Data Analyst,"$44,000.00","$82,000.00",,Turn/River Capital,San Francisco, CA,"San Francisco, CA",1 to 50 employees,,Company - Private,Venture Capital & Private Equity,Finance, / Non-Applicable,FALSE
520,Data Analyst,"$30,000.00","$53,000.00",,Turner Broadcasting,Burbank, CA,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),FALSE
1290,Business Analyst,"$44,000.00","$78,000.00",,Turner Broadcasting,Burbank, CA,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),FALSE
1307,Data Reporting Analyst,"$41,000.00","$86,000.00",,Turner Broadcasting,Burbank, CA,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),FALSE
1718,Reporting Data Analyst,"$44,000.00","$82,000.00",,TutorMe,Los Angeles, CA,"Los Angeles, CA",51 to 200 employees,2015,Subsidiary or Business Segment,Colleges & Universities,Education, / Non-Applicable,FALSE
2001,Senior QC Analyst,"$44,000.00","$78,000.00",,Twilio,Denver, CO,"San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),TRUE
525,Data Analyst,"$30,000.00","$53,000.00",,Twitch,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology, / Non-Applicable,TRUE
1140,Data Management Analyst,"$44,000.00","$82,000.00",,Twitter,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),FALSE
1372,Finance Data Analyst,"$49,000.00","$91,000.00",,Twitter,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),FALSE
2203,Technical Business/Data Analyst,"$78,000.00","$1,04,000.00",,Two Sigma,New York, NY,"New York, NY",1001 to 5000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
2204,Technical Business/Data Analyst,"$78,000.00","$1,04,000.00",,Two95 International Inc.,Irving, TX,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
934,Data Analyst,"$38,000.00","$68,000.00",,Two95 International Inc.,New York, NY,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
2191,Systems and Data Analyst,"$42,000.00","$66,000.00",,Two95 International Inc.,New York, NY,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1304,Digital Marketing Data Analyst,"$65,000.00","$81,000.00",,Two95 International Inc.,New York, NY,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1722,Research Data Analyst,"$42,000.00","$66,000.00",,Two95 International Inc.,San Mateo, CA,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1447,Investment Reporting Data Analyst,"$42,000.00","$66,000.00",,TxDOT,Austin, TX,"Austin, TX",10000+ employees,1991,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
1958,Senior Data Insights Analyst,"$35,000.00","$45,000.00",,"U.S. Auto Parts Network, Inc.",Torrance, CA,"Carson, CA",1001 to 5000 employees,1995,Company - Public,Automotive Parts & Accessories Stores,Retail,$100 to $500 million (USD),FALSE
1961,Senior Data Management Analyst,"$65,000.00","$81,000.00",,UBS,New York, NY,"Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
348,Data Analyst,"$27,000.00","$52,000.00",,UBS,Weehawken, NJ,"Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
286,Data Analyst,"$37,000.00","$66,000.00",,UC Davis Medical Center,Los Angeles, CA,"Sacramento, CA",10000+ employees,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
990,Data Analyst,"$77,000.00","$1,32,000.00",,UC San Diego,San Diego, CA,"La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education, / Non-Applicable,FALSE
251,Configuration Data Analyst,"$73,000.00","$89,000.00",,UC San Diego,San Diego, CA,"La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education, / Non-Applicable,FALSE
585,Data Analyst,"$50,000.00","$86,000.00",,UC San Diego,San Diego, CA,"La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education, / Non-Applicable,FALSE
141,Business Analyst,"$35,000.00","$67,000.00",,UC San Diego,San Diego, CA,"La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education, / Non-Applicable,FALSE
140,Business Analyst,"$35,000.00","$67,000.00",,UC San Diego,San Diego, CA,"La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education, / Non-Applicable,FALSE
1427,HR Data Analyst,"$58,000.00","$93,000.00",,UC San Francisco,San Francisco, CA,"San Francisco, CA",10000+ employees,1864,College / University,,,$25 to $50 million (USD),FALSE
1073,Data Center Services Analyst,"$53,000.00","$94,000.00",,UCLA Health,Los Angeles, CA,"Los Angeles, CA",5001 to 10000 employees,1919,Company - Public,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
2226,Transportation Data Analyst,"$43,000.00","$94,000.00",,UCSF Medical Center,San Francisco, CA,"San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),FALSE
265,Credit Data Analyst,"$65,000.00","$81,000.00",,UCSF Medical Center,San Francisco, CA,"San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),FALSE
